aded25,gen25tot,gen25zm,gen25ac,gen25cs,gen25ea,gen25othr,win25
27068,0,0,0,0,0,0,Eric Adams
28001,0,0,0,0,0,0,Zohran Mamdani
28002,0,0,0,0,0,0,Zohran Mamdani
28003,0,0,0,0,0,0,Zohran Mamdani
28004,0,0,0,0,0,0,Zohran Mamdani
28005,0,0,0,0,0,0,Zohran Mamdani
28006,0,0,0,0,0,0,Andrew Cuomo
28007,0,0,0,0,0,0,Zohran Mamdani
28008,0,0,0,0,0,0,Zohran Mamdani
28009,0,0,0,0,0,0,Zohran Mamdani
28010,0,0,0,0,0,0,Zohran Mamdani
28011,0,0,0,0,0,0,Zohran Mamdani
28012,0,0,0,0,0,0,Zohran Mamdani
28013,0,0,0,0,0,0,Zohran Mamdani
28014,0,0,0,0,0,0,Zohran Mamdani
28015,0,0,0,0,0,0,Zohran Mamdani
28016,0,0,0,0,0,0,Zohran Mamdani
28017,0,0,0,0,0,0,Zohran Mamdani
28018,0,0,0,0,0,0,Eric Adams
28019,0,0,0,0,0,0,Zohran Mamdani
28020,0,0,0,0,0,0,Zohran Mamdani
28021,0,0,0,0,0,0,Eric Adams
28022,0,0,0,0,0,0,Zohran Mamdani
28023,0,0,0,0,0,0,Zohran Mamdani
28024,0,0,0,0,0,0,Andrew Cuomo
28025,0,0,0,0,0,0,Andrew Cuomo
28026,0,0,0,0,0,0,Zohran Mamdani
28027,0,0,0,0,0,0,Zohran Mamdani
28028,0,0,0,0,0,0,Zohran Mamdani
28029,0,0,0,0,0,0,Zohran Mamdani
28030,0,0,0,0,0,0,Zohran Mamdani
28031,0,0,0,0,0,0,Zohran Mamdani
28032,0,0,0,0,0,0,Zohran Mamdani
28033,0,0,0,0,0,0,Zohran Mamdani
28034,0,0,0,0,0,0,Zohran Mamdani
28035,0,0,0,0,0,0,Zohran Mamdani
28036,0,0,0,0,0,0,Zohran Mamdani
28037,0,0,0,0,0,0,Andrew Cuomo
28038,0,0,0,0,0,0,Zohran Mamdani
28039,0,0,0,0,0,0,Zohran Mamdani
28040,0,0,0,0,0,0,Zohran Mamdani
28041,0,0,0,0,0,0,Eric Adams
28042,0,0,0,0,0,0,Eric Adams
28043,0,0,0,0,0,0,Andrew Cuomo
28044,0,0,0,0,0,0,Andrew Cuomo
28045,0,0,0,0,0,0,Zohran Mamdani
28046,0,0,0,0,0,0,Zohran Mamdani
28047,0,0,0,0,0,0,Zohran Mamdani
28048,0,0,0,0,0,0,Zohran Mamdani
28049,0,0,0,0,0,0,Zohran Mamdani
28050,0,0,0,0,0,0,Zohran Mamdani
28051,0,0,0,0,0,0,Zohran Mamdani
28052,0,0,0,0,0,0,Zohran Mamdani
28053,0,0,0,0,0,0,Zohran Mamdani
28054,0,0,0,0,0,0,Andrew Cuomo
28055,0,0,0,0,0,0,Zohran Mamdani
28056,0,0,0,0,0,0,Zohran Mamdani
28057,0,0,0,0,0,0,Zohran Mamdani
28058,0,0,0,0,0,0,Zohran Mamdani
28059,0,0,0,0,0,0,Zohran Mamdani
28060,0,0,0,0,0,0,Zohran Mamdani
28061,0,0,0,0,0,0,Andrew Cuomo
28062,0,0,0,0,0,0,Zohran Mamdani
28063,0,0,0,0,0,0,Eric Adams
28064,0,0,0,0,0,0,Zohran Mamdani
28065,0,0,0,0,0,0,Zohran Mamdani
28066,0,0,0,0,0,0,Zohran Mamdani
28067,0,0,0,0,0,0,Zohran Mamdani
28068,0,0,0,0,0,0,Zohran Mamdani
28069,0,0,0,0,0,0,Zohran Mamdani
28070,0,0,0,0,0,0,Zohran Mamdani
28071,0,0,0,0,0,0,Zohran Mamdani
28072,0,0,0,0,0,0,Zohran Mamdani
28073,0,0,0,0,0,0,Zohran Mamdani
28074,0,0,0,0,0,0,Zohran Mamdani
28075,0,0,0,0,0,0,Zohran Mamdani
29001,0,0,0,0,0,0,Andrew Cuomo
29002,0,0,0,0,0,0,Andrew Cuomo
29003,0,0,0,0,0,0,Andrew Cuomo
29004,0,0,0,0,0,0,Andrew Cuomo
29005,0,0,0,0,0,0,Andrew Cuomo
29006,0,0,0,0,0,0,Andrew Cuomo
29007,0,0,0,0,0,0,Andrew Cuomo
29008,0,0,0,0,0,0,Andrew Cuomo
29009,0,0,0,0,0,0,Andrew Cuomo
29010,0,0,0,0,0,0,Andrew Cuomo
29011,0,0,0,0,0,0,Andrew Cuomo
29012,0,0,0,0,0,0,Andrew Cuomo
29013,0,0,0,0,0,0,Andrew Cuomo
29014,0,0,0,0,0,0,Andrew Cuomo
29015,0,0,0,0,0,0,Zohran Mamdani
29016,0,0,0,0,0,0,Zohran Mamdani
29017,0,0,0,0,0,0,Andrew Cuomo
29018,0,0,0,0,0,0,Andrew Cuomo
29019,0,0,0,0,0,0,Andrew Cuomo
29020,0,0,0,0,0,0,Andrew Cuomo
29021,0,0,0,0,0,0,Andrew Cuomo
29022,0,0,0,0,0,0,Andrew Cuomo
29023,0,0,0,0,0,0,Andrew Cuomo
29024,0,0,0,0,0,0,Zohran Mamdani
29025,0,0,0,0,0,0,Andrew Cuomo
29026,0,0,0,0,0,0,Zohran Mamdani
29027,0,0,0,0,0,0,Andrew Cuomo
29028,0,0,0,0,0,0,Andrew Cuomo
29029,0,0,0,0,0,0,Andrew Cuomo
29030,0,0,0,0,0,0,Andrew Cuomo
29031,0,0,0,0,0,0,Andrew Cuomo
29032,0,0,0,0,0,0,Andrew Cuomo
29033,0,0,0,0,0,0,Andrew Cuomo
29034,0,0,0,0,0,0,Andrew Cuomo
29035,0,0,0,0,0,0,Andrew Cuomo
29036,0,0,0,0,0,0,Andrew Cuomo
29037,0,0,0,0,0,0,Andrew Cuomo
29038,0,0,0,0,0,0,Andrew Cuomo
29039,0,0,0,0,0,0,Andrew Cuomo
29040,0,0,0,0,0,0,Andrew Cuomo
29041,0,0,0,0,0,0,Zohran Mamdani
29042,0,0,0,0,0,0,Curtis Sliwa
29043,0,0,0,0,0,0,Zohran Mamdani
29044,0,0,0,0,0,0,Zohran Mamdani
29045,0,0,0,0,0,0,Zohran Mamdani
29046,0,0,0,0,0,0,Zohran Mamdani
29047,0,0,0,0,0,0,Zohran Mamdani
29048,0,0,0,0,0,0,Zohran Mamdani
29049,0,0,0,0,0,0,Zohran Mamdani
29050,0,0,0,0,0,0,Zohran Mamdani
29051,0,0,0,0,0,0,Zohran Mamdani
29052,0,0,0,0,0,0,Zohran Mamdani
29053,0,0,0,0,0,0,Zohran Mamdani
29054,0,0,0,0,0,0,Zohran Mamdani
29055,0,0,0,0,0,0,Zohran Mamdani
29056,0,0,0,0,0,0,Andrew Cuomo
29057,0,0,0,0,0,0,Andrew Cuomo
29058,0,0,0,0,0,0,Zohran Mamdani
29059,0,0,0,0,0,0,Zohran Mamdani
29060,0,0,0,0,0,0,Zohran Mamdani
29061,0,0,0,0,0,0,Curtis Sliwa
29062,0,0,0,0,0,0,Curtis Sliwa
29063,0,0,0,0,0,0,Zohran Mamdani
29064,0,0,0,0,0,0,Curtis Sliwa
29065,0,0,0,0,0,0,Zohran Mamdani
29066,0,0,0,0,0,0,Andrew Cuomo
30001,0,0,0,0,0,0,Andrew Cuomo
30002,0,0,0,0,0,0,Curtis Sliwa
30003,0,0,0,0,0,0,Zohran Mamdani
30004,0,0,0,0,0,0,Zohran Mamdani
30005,0,0,0,0,0,0,Zohran Mamdani
30006,0,0,0,0,0,0,Zohran Mamdani
30007,0,0,0,0,0,0,Zohran Mamdani
30008,0,0,0,0,0,0,Zohran Mamdani
30009,0,0,0,0,0,0,Zohran Mamdani
30010,0,0,0,0,0,0,Zohran Mamdani
30011,0,0,0,0,0,0,Zohran Mamdani
30012,0,0,0,0,0,0,Zohran Mamdani
30013,0,0,0,0,0,0,Zohran Mamdani
30014,0,0,0,0,0,0,Zohran Mamdani
30015,0,0,0,0,0,0,Zohran Mamdani
30016,0,0,0,0,0,0,Zohran Mamdani
30017,0,0,0,0,0,0,Zohran Mamdani
30018,0,0,0,0,0,0,Zohran Mamdani
30019,0,0,0,0,0,0,Zohran Mamdani
30020,0,0,0,0,0,0,Zohran Mamdani
30021,0,0,0,0,0,0,Zohran Mamdani
30022,0,0,0,0,0,0,Zohran Mamdani
30023,0,0,0,0,0,0,Zohran Mamdani
30024,0,0,0,0,0,0,Zohran Mamdani
30025,0,0,0,0,0,0,Zohran Mamdani
30026,0,0,0,0,0,0,Curtis Sliwa
30027,0,0,0,0,0,0,Zohran Mamdani
30028,0,0,0,0,0,0,Zohran Mamdani
30029,0,0,0,0,0,0,Curtis Sliwa
30030,0,0,0,0,0,0,Zohran Mamdani
30031,0,0,0,0,0,0,Zohran Mamdani
30032,0,0,0,0,0,0,Zohran Mamdani
30033,0,0,0,0,0,0,Zohran Mamdani
30034,0,0,0,0,0,0,Zohran Mamdani
30035,0,0,0,0,0,0,Zohran Mamdani
30036,0,0,0,0,0,0,Zohran Mamdani
30037,0,0,0,0,0,0,Zohran Mamdani
30038,0,0,0,0,0,0,Zohran Mamdani
30039,0,0,0,0,0,0,Zohran Mamdani
30040,0,0,0,0,0,0,Zohran Mamdani
30041,0,0,0,0,0,0,Zohran Mamdani
30042,0,0,0,0,0,0,Zohran Mamdani
30043,0,0,0,0,0,0,Zohran Mamdani
30044,0,0,0,0,0,0,Zohran Mamdani
30045,0,0,0,0,0,0,Zohran Mamdani
30046,0,0,0,0,0,0,Zohran Mamdani
30047,0,0,0,0,0,0,Zohran Mamdani
30048,0,0,0,0,0,0,Zohran Mamdani
30049,0,0,0,0,0,0,Zohran Mamdani
30050,0,0,0,0,0,0,Zohran Mamdani
30051,0,0,0,0,0,0,Zohran Mamdani
30052,0,0,0,0,0,0,Zohran Mamdani
30053,0,0,0,0,0,0,Zohran Mamdani
30054,0,0,0,0,0,0,Zohran Mamdani
30055,0,0,0,0,0,0,Zohran Mamdani
30056,0,0,0,0,0,0,Zohran Mamdani
30057,0,0,0,0,0,0,Zohran Mamdani
30058,0,0,0,0,0,0,Zohran Mamdani
30059,0,0,0,0,0,0,Zohran Mamdani
31001,0,0,0,0,0,0,Andrew Cuomo
31002,0,0,0,0,0,0,Andrew Cuomo
31003,0,0,0,0,0,0,Andrew Cuomo
31004,0,0,0,0,0,0,Andrew Cuomo
31005,0,0,0,0,0,0,Andrew Cuomo
31006,0,0,0,0,0,0,Andrew Cuomo
31007,0,0,0,0,0,0,Zohran Mamdani
31008,0,0,0,0,0,0,Eric Adams
31009,0,0,0,0,0,0,Andrew Cuomo
31010,0,0,0,0,0,0,Andrew Cuomo
31011,0,0,0,0,0,0,Andrew Cuomo
31012,0,0,0,0,0,0,Andrew Cuomo
31013,0,0,0,0,0,0,Andrew Cuomo
31014,0,0,0,0,0,0,Andrew Cuomo
31015,0,0,0,0,0,0,Andrew Cuomo
31016,0,0,0,0,0,0,Zohran Mamdani
31017,0,0,0,0,0,0,Eric Adams
31018,0,0,0,0,0,0,Andrew Cuomo
31019,0,0,0,0,0,0,Zohran Mamdani
31020,0,0,0,0,0,0,Andrew Cuomo
31021,0,0,0,0,0,0,Zohran Mamdani
31022,0,0,0,0,0,0,Andrew Cuomo
31023,0,0,0,0,0,0,Andrew Cuomo
31024,0,0,0,0,0,0,Andrew Cuomo
31025,0,0,0,0,0,0,Andrew Cuomo
31026,0,0,0,0,0,0,Andrew Cuomo
31027,0,0,0,0,0,0,Andrew Cuomo
31028,0,0,0,0,0,0,Andrew Cuomo
31029,0,0,0,0,0,0,Andrew Cuomo
31030,0,0,0,0,0,0,Andrew Cuomo
31031,0,0,0,0,0,0,Andrew Cuomo
31032,0,0,0,0,0,0,Andrew Cuomo
31033,0,0,0,0,0,0,Zohran Mamdani
31034,0,0,0,0,0,0,Andrew Cuomo
31035,0,0,0,0,0,0,Andrew Cuomo
31036,0,0,0,0,0,0,Zohran Mamdani
31037,0,0,0,0,0,0,Andrew Cuomo
